id,prediction
0,0.07025046646595001
1,0.07111051678657532
2,0.5345504283905029
3,0.5864965319633484
4,0.839678168296814
5,0.6737331748008728
6,0.04212620109319687
7,0.008155133575201035
8,0.01794791966676712
9,0.513218343257904
10,0.38840997219085693
11,0.28612735867500305
12,0.6550833582878113
13,0.7176282405853271
14,0.007924798876047134
15,0.006806699559092522
16,0.4132525324821472
17,0.021095020696520805
18,0.6366642713546753
19,0.05713481083512306
20,0.015875281766057014
21,0.6810519099235535
22,0.4519957900047302
23,0.5101428627967834
24,0.013770941644906998
25,0.04849684238433838
26,0.022452812641859055
27,0.010656767524778843
28,0.051675837486982346
29,0.6724147200584412
30,0.37032222747802734
31,0.8063739538192749
32,0.01911710947751999
33,0.010430935770273209
34,0.016908831894397736
35,0.28366515040397644
36,0.2008596956729889
37,0.7715184092521667
38,0.842585027217865
39,0.020368101075291634
40,0.010266087017953396
41,0.28549474477767944
42,0.05248304829001427
43,0.45308157801628113
44,0.6997194886207581
45,0.05016439035534859
46,0.005493544973433018
47,0.006388744805008173
48,0.008243190124630928
49,0.01852453500032425
50,0.011196994222700596
51,0.8872263431549072
52,0.8173519968986511
53,0.008814415894448757
54,0.024397823959589005
55,0.6459641456604004
56,0.06038498133420944
57,0.8629328012466431
58,0.08481433242559433
59,0.005397843196988106
60,0.9578421115875244
61,0.7076852321624756
62,0.324165016412735
63,0.07235483080148697
64,0.49425798654556274
65,0.6680426597595215
66,0.018100949004292488
67,0.7814533114433289
68,0.012850488536059856
69,0.009320683777332306
70,0.7932179570198059
71,0.4392644762992859
72,0.013206711038947105
73,0.5540433526039124
74,0.7349696159362793
75,0.006168302148580551
76,0.5252035856246948
77,0.5080574154853821
78,0.47257697582244873
79,0.6804136037826538
80,0.7626361846923828
81,0.8483152985572815
82,0.011475956998765469
83,0.5242764353752136
84,0.006848789751529694
85,0.017966588959097862
86,0.010615742765367031
87,0.0369168221950531
88,0.007589252199977636
89,0.011931403540074825
90,0.7866501808166504
91,0.27919530868530273
92,0.6872669458389282
93,0.005515584256500006
94,0.7285733819007874
95,0.02114766649901867
96,0.7490953803062439
97,0.04013071954250336
98,0.6535831689834595
99,0.41510236263275146
100,0.016509374603629112
101,0.01855943165719509
102,0.094318687915802
103,0.27873048186302185
104,0.3212471008300781
105,0.7944105863571167
106,0.004648100584745407
107,0.43061864376068115
108,0.6809499263763428
109,0.5235543847084045
110,0.8033624887466431
111,0.008006276562809944
112,0.23894661664962769
113,0.021567123010754585
114,0.6880976557731628
115,0.015113741159439087
116,0.05281289666891098
117,0.3760216236114502
118,0.3887430727481842
119,0.7376624941825867
120,0.11506865173578262
121,0.694496214389801
122,0.009957818314433098
123,0.3740061819553375
124,0.01811208948493004
125,0.7821753025054932
126,0.7161959409713745
127,0.08894544839859009
128,0.5847136378288269
129,0.6960092782974243
130,0.381849467754364
131,0.7645325064659119
132,0.6701196432113647
133,0.04493417218327522
134,0.3711727261543274
135,0.7434859275817871
136,0.012129010632634163
137,0.823409914970398
138,0.36238405108451843
139,0.02371922694146633
140,0.004916917532682419
141,0.8369843363761902
142,0.691083550453186
143,0.6773121356964111
144,0.868574857711792
145,0.009078862145543098
146,0.1862751841545105
147,0.024771858006715775
148,0.01755640096962452
149,0.6197665929794312
150,0.005736568942666054
151,0.13932789862155914
152,0.039942800998687744
153,0.8160999417304993
154,0.015018274076282978
155,0.8610488176345825
156,0.4903869330883026
157,0.009493637830018997
158,0.003446292132139206
159,0.047390416264534
160,0.03324747458100319
161,0.029438111931085587
162,0.0029652328230440617
163,0.02333424612879753
164,0.5139627456665039
165,0.5238721966743469
166,0.38284197449684143
167,0.0027701565995812416
168,0.20109231770038605
169,0.8344275951385498
170,0.010208833031356335
171,0.8069941401481628
172,0.7100290060043335
173,0.004953313153237104
174,0.6593464612960815
175,0.6266942024230957
176,0.3617251217365265
177,0.009703860618174076
178,0.4499768018722534
179,0.6605808734893799
180,0.5452014207839966
181,0.7867440581321716
182,0.4222031831741333
183,0.2237902134656906
184,0.49496397376060486
185,0.014721626415848732
186,0.6711003184318542
187,0.4397842288017273
188,0.03818796947598457
189,0.010231580585241318
190,0.10765156894922256
191,0.01085660234093666
192,0.010109751485288143
193,0.25545886158943176
194,0.045706506818532944
195,0.018929744139313698
196,0.11155519634485245
197,0.14134205877780914
198,0.006111304275691509
199,0.9048641324043274
200,0.5840843915939331
201,0.055531781166791916
202,0.8633649349212646
203,0.5615770220756531
204,0.7155793309211731
205,0.014590336941182613
206,0.4936683475971222
207,0.5060359835624695
208,0.8515804409980774
209,0.22350727021694183
210,0.7653241157531738
211,0.007265250198543072
212,0.6971909999847412
213,0.3985418677330017
214,0.41920286417007446
215,0.009310689754784107
216,0.2237250953912735
217,0.01564398594200611
218,0.7527861595153809
219,0.024895459413528442
220,0.46287357807159424
221,0.606430172920227
222,0.6916691660881042
223,0.44320905208587646
224,0.006366417743265629
225,0.21436582505702972
226,0.005922202952206135
227,0.0200246199965477
228,0.011060700751841068
229,0.7128751277923584
230,0.3200215995311737
231,0.06066618859767914
232,0.8348197937011719
233,0.6864463686943054
234,0.15589460730552673
235,0.8381516337394714
236,0.01411151047796011
237,0.4225035607814789
238,0.1285209357738495
239,0.1873054802417755
240,0.40395161509513855
241,0.7730274796485901
242,0.006681660655885935
243,0.6495086550712585
244,0.01871194690465927
245,0.05649428069591522
246,0.7643998265266418
247,0.8028284311294556
248,0.0022791093215346336
249,0.26717719435691833
250,0.02106386423110962
251,0.007470610551536083
252,0.8974050879478455
253,0.632114052772522
254,0.4755575656890869
255,0.03152861073613167
256,0.01801232062280178
257,0.3553708493709564
258,0.010707249864935875
259,0.13001437485218048
260,0.8675615787506104
261,0.16158144176006317
262,0.843864381313324
263,0.011399354785680771
264,0.11940251290798187
265,0.018269427120685577
266,0.010971429757773876
267,0.013758823275566101
268,0.08587901294231415
269,0.010333077050745487
270,0.2358647733926773
271,0.8920151591300964
272,0.007769780233502388
273,0.01420605555176735
274,0.7037213444709778
275,0.5960856080055237
276,0.915702223777771
277,0.017497075721621513
278,0.010438276454806328
279,0.04281243309378624
280,0.02514112927019596
281,0.4369316101074219
282,0.22051304578781128
283,0.6264001131057739
284,0.025167357176542282
285,0.09869667887687683
286,0.5406278967857361
287,0.5985758900642395
288,0.004713984671980143
289,0.012800788506865501
290,0.5374249815940857
291,0.5022938847541809
292,0.013354092836380005
293,0.4774439036846161
294,0.5188689231872559
295,0.017919031903147697
296,0.6227754354476929
297,0.015205055475234985
298,0.6480512022972107
299,0.08591315150260925
300,0.41399040818214417
301,0.03380826860666275
302,0.9348891377449036
303,0.2758173942565918
304,0.8804787397384644
305,0.8680734634399414
306,0.8868837952613831
307,0.6060346364974976
308,0.012700092978775501
309,0.041977863758802414
310,0.007853718474507332
311,0.8724200129508972
312,0.7337998151779175
313,0.22241976857185364
314,0.01097444724291563
315,0.2702087461948395
316,0.021646136417984962
317,0.3682534694671631
318,0.07522919774055481
319,0.26259034872055054
320,0.19274714589118958
321,0.3087356984615326
322,0.39049044251441956
323,0.005166478455066681
324,0.6211010217666626
325,0.011661086231470108
326,0.9330630302429199
327,0.048072196543216705
328,0.4773561954498291
329,0.01268179900944233
330,0.6967341303825378
331,0.39450040459632874
332,0.07563614845275879
333,0.5374310612678528
334,0.49946388602256775
335,0.16755421459674835
336,0.9013097882270813
337,0.22698061168193817
338,0.3309699594974518
339,0.8771199584007263
340,0.5244979858398438
341,0.40575677156448364
342,0.011689180508255959
343,0.20381413400173187
344,0.014347336255013943
345,0.8160362839698792
346,0.018986228853464127
347,0.7189644575119019
348,0.3548041582107544
349,0.10309373587369919
350,0.0029226227197796106
351,0.15071696043014526
352,0.4256123900413513
353,0.04220752418041229
354,0.009222140535712242
355,0.005873167887330055
356,0.8516798615455627
357,0.7377241253852844
358,0.550444483757019
359,0.5237427353858948
360,0.005412706173956394
361,0.3363506495952606
362,0.03807923197746277
363,0.016893358901143074
364,0.4629203677177429
365,0.02567964233458042
366,0.5135661959648132
367,0.40061676502227783
368,0.9425621628761292
369,0.4422849416732788
370,0.5726816654205322
371,0.7663701772689819
372,0.8874215483665466
373,0.003952468279749155
374,0.2716694176197052
375,0.03374221920967102
376,0.030166490003466606
377,0.023829732090234756
378,0.011970089748501778
379,0.5695105791091919
380,0.006693101488053799
381,0.7973158359527588
382,0.47007378935813904
383,0.0028331640642136335
384,0.42783328890800476
385,0.7571790218353271
386,0.09182199090719223
387,0.6222355961799622
388,0.5900477170944214
389,0.008419368416070938
390,0.005887581501156092
391,0.3555246889591217
392,0.7178897261619568
393,0.04774574562907219
394,0.652540922164917
395,0.7214082479476929
396,0.8618078827857971
397,0.2258855551481247
398,0.5843175053596497
399,0.5494300127029419
400,0.005571084562689066
401,0.8695347905158997
402,0.655905544757843
403,0.24610427021980286
404,0.739483654499054
405,0.558282732963562
406,0.007491628173738718
407,0.04851366579532623
408,0.8662758469581604
409,0.8690192699432373
410,0.2979845702648163
411,0.7170430421829224
412,0.34954550862312317
413,0.5370728373527527
414,0.03180834278464317
415,0.7120968699455261
416,0.06409844756126404
417,0.8429426550865173
418,0.23179233074188232
419,0.1680530160665512
420,0.2766994833946228
421,0.030940210446715355
422,0.6498887538909912
423,0.049872152507305145
424,0.01287649292498827
425,0.056947071105241776
426,0.0033295031171292067
427,0.018696196377277374
428,0.007231736555695534
429,0.017751973122358322
430,0.011917857453227043
431,0.0611441545188427
432,0.002394329756498337
433,0.010731309652328491
434,0.008372412994503975
435,0.10279431194067001
436,0.6487453579902649
437,0.8440492749214172
438,0.6782526969909668
439,0.7342933416366577
440,0.6152660846710205
441,0.009653381071984768
442,0.3710990250110626
443,0.03647312521934509
444,0.7518547177314758
445,0.008483482524752617
446,0.3855166435241699
447,0.7781986594200134
448,0.286737322807312
449,0.44831472635269165
450,0.032653141766786575
451,0.6832581758499146
452,0.7347637414932251
453,0.6104400157928467
454,0.2678373456001282
455,0.12159015983343124
456,0.0199283454567194
457,0.045594483613967896
458,0.915580689907074
459,0.8461119532585144
460,0.06914962828159332
461,0.637382447719574
462,0.044379934668540955
463,0.06710372865200043
464,0.014686394482851028
465,0.0354171060025692
466,0.47210562229156494
467,0.6761635541915894
468,0.7949661612510681
469,0.7004259824752808
470,0.006134948693215847
471,0.007091329898685217
472,0.8801074624061584
473,0.9672911167144775
474,0.3697246313095093
475,0.007278703153133392
476,0.024558382108807564
477,0.7092642188072205
478,0.7499943971633911
479,0.6199547648429871
480,0.0027283031959086657
481,0.044549115002155304
482,0.10070664435625076
483,0.3505457937717438
484,0.7941775321960449
485,0.38814571499824524
486,0.03373293951153755
487,0.05673892796039581
488,0.5952385067939758
489,0.010409330949187279
490,0.022690804675221443
491,0.5039885640144348
492,0.7449546456336975
493,0.6698656678199768
494,0.005160409025847912
495,0.04720650985836983
496,0.009389618411660194
497,0.18932947516441345
498,0.8426319360733032
499,0.5923374891281128
500,0.7777426242828369
501,0.07939216494560242
502,0.670795202255249
503,0.6532995104789734
504,0.007059776224195957
505,0.03673585504293442
506,0.020277900621294975
507,0.007327088620513678
508,0.008693506941199303
509,0.05877762287855148
510,0.67995685338974
511,0.6156790256500244
512,0.0018526519415900111
513,0.2587806284427643
514,0.7357556819915771
515,0.0734793022274971
516,0.8486103415489197
517,0.01584791950881481
518,0.012819916941225529
519,0.6573870182037354
520,0.5970699191093445
521,0.7942413687705994
522,0.889952540397644
523,0.02161102369427681
524,0.1067274734377861
525,0.3981574773788452
526,0.48696064949035645
527,0.7833584547042847
528,0.02012341283261776
529,0.003768148133531213
530,0.08087550848722458
531,0.8239399194717407
532,0.0039324345998466015
533,0.15205371379852295
534,0.0044976817443966866
535,0.6568538546562195
536,0.0319833979010582
537,0.0077423048205673695
538,0.698708176612854
539,0.6545486450195312
540,0.0037939762696623802
541,0.5590364336967468
542,0.005937744397670031
543,0.004765356425195932
544,0.12148477137088776
545,0.9697999954223633
546,0.4127950370311737
547,0.8862776160240173
548,0.3360203504562378
549,0.8251198530197144
550,0.3538490831851959
551,0.49281880259513855
552,0.46447089314460754
553,0.2231501340866089
554,0.007745364680886269
555,0.3065468370914459
556,0.8099874258041382
557,0.8147858381271362
558,0.009429797530174255
559,0.016186455264687538
560,0.02378922328352928
561,0.5460806488990784
562,0.016397209838032722
563,0.2680307924747467
564,0.7981367707252502
565,0.8124752640724182
566,0.5015751719474792
567,0.004218867979943752
568,0.23920589685440063
569,0.005045509897172451
570,0.06640904396772385
571,0.0412689708173275
572,0.02397141046822071
573,0.27266359329223633
574,0.03630779683589935
575,0.030545273795723915
576,0.017049409449100494
577,0.3738778829574585
578,0.058033283799886703
579,0.05721966549754143
580,0.8820604085922241
581,0.010561106726527214
582,0.8858718872070312
583,0.6502603888511658
584,0.013959654606878757
585,0.6591275334358215
586,0.06977108120918274
587,0.7307620048522949
588,0.6820976734161377
589,0.5233137607574463
590,0.24405378103256226
591,0.27165189385414124
592,0.4167588949203491
593,0.7148703932762146
594,0.7180121541023254
595,0.031676195561885834
596,0.13235831260681152
597,0.1261424422264099
598,0.7264339327812195
599,0.009979164227843285
600,0.04309408366680145
601,0.44927483797073364
602,0.009530089795589447
603,0.27470478415489197
604,0.028107594698667526
605,0.8458165526390076
606,0.4048041105270386
607,0.7285670638084412
608,0.8201795816421509
609,0.46985679864883423
610,0.23404183983802795
611,0.21661870181560516
612,0.018892671912908554
613,0.0053603616543114185
614,0.01392959151417017
615,0.020583627745509148
616,0.5941632986068726
617,0.010710129514336586
618,0.6916602849960327
619,0.644942045211792
620,0.00790407881140709
621,0.03015388734638691
622,0.018959956243634224
623,0.6326298117637634
624,0.050761811435222626
625,0.00997749250382185
